  -2.7267809e+00  -9.6247242e+00   5.1002315e+00
  -2.0731230e+00  -9.7849168e+00   4.8240721e+00
  -1.5049788e+00  -9.8872714e+00   5.0991846e+00
   8.8424254e-01  -9.9612537e+00  -5.0986541e+00
   1.5049788e+00  -9.8872714e+00  -5.0991846e+00
   2.1199462e+00  -9.7749726e+00  -5.0997097e+00
   2.7267809e+00  -9.6247242e+00  -5.1002315e+00
   3.3231428e+00  -9.4370206e+00  -5.1007501e+00
   4.5095166e+00  -8.9347444e+00  -8.9222498e+00
   5.0634589e+00  -8.6345961e+00  -8.9481711e+00
   5.5901689e+00  -8.3047895e+00  -8.9231504e+00
   5.4726971e+00  -8.3823582e+00  -4.5136198e+00
   6.3458592e+00  -7.7444197e+00  -7.1324626e+00
   5.6880732e+00  -8.2382927e+00   1.1963247e+00
   6.9575730e+00  -7.2006129e+00  -4.6332035e+00
   6.6191952e+00  -7.5125278e+00   1.6087104e+00
   6.2397625e+00  -7.8299718e+00   8.0505594e+00
   7.8485582e+00  -6.2163135e+00  -1.4493449e+00
   7.1989552e+00  -6.9592127e+00   7.8082608e+00
   8.1761696e+00  -5.7773265e+00   2.6156140e+00
   7.9692591e+00  -6.0604016e+00   8.2219056e+00
   8.3254158e+00  -5.5593423e+00   8.3049271e+00
   8.6299567e+00  -5.0714219e+00   8.6182581e+00
   9.0160554e+00  -4.3436597e+00   7.5164530e+00
   9.1965412e+00  -3.9443749e+00   8.6192637e+00
   9.4257430e+00  -3.3552519e+00   8.6199815e+00
   9.6175450e+00  -2.7522168e+00   8.6208204e+00
   9.8839317e+00  -1.5269751e+00   5.0952530e+00
   9.9600925e+00   8.9736730e-01  -5.0963282e+00
   9.8839316e+00   1.5269753e+00  -5.0952530e+00
   9.6306636e+00   2.7055459e+00  -8.3452899e+00
   9.7656943e+00   2.1626794e+00  -1.5667330e+00
   9.8571721e+00   1.6925441e+00   4.7528109e+00
   9.5707275e+00   2.9121097e+00   1.2320522e+00
   8.6299566e+00   5.0714221e+00  -8.6182581e+00
   8.3722481e+00   5.4882601e+00  -7.8183412e+00
   8.5307482e+00   5.2373254e+00  -2.5223289e+00
   7.4786334e+00   6.6576139e+00  -9.0498439e+00
   8.1872996e+00   5.7616194e+00   1.0944888e+00
   7.8377231e+00   6.2300011e+00   1.3493847e+00
   8.1560311e+00   5.8058181e+00   7.9848179e+00
   6.6191952e+00   7.5125278e+00  -1.6087104e+00
   6.2864878e+00   7.7925906e+00  -5.0676400e-01
   7.0897829e+00   7.0704511e+00   9.2977013e+00
   5.6185822e+00   8.2856664e+00   1.9200893e+00
   6.1155111e+00   7.9272272e+00   9.0427657e+00
   5.5566378e+00   8.3272334e+00   8.6911323e+00
   4.9069985e+00   8.7240342e+00   7.9112839e+00
   4.5362975e+00   8.9212510e+00   9.0948347e+00
   3.3231428e+00   9.4370206e+00   5.1007501e+00
   2.7267809e+00   9.6247242e+00   5.1002315e+00
   2.1199462e+00   9.7749726e+00   5.0997097e+00
   1.4576302e+00   9.8942936e+00   4.8235468e+00
   8.8424254e-01   9.9612537e+00   5.0986541e+00
